// Made in NPC Maker by BowieD
GUID 369b52dc42ad47998dab644efc96fd5f
Buying_123_Condition_2_Ignore_NPC True

Buying_123_Rewards 1
Buying_123_Reward_0_Type Flag_Short
Buying_123_Reward_0_ID 24202
Buying_123_Reward_0_Value 1
Buying_123_Reward_0_Modification Increment

Buying_124_ID 43133
Buying_124_Cost 177
Buying_124_Conditions 3
Buying_124_Condition_0_Type Flag_Short
Buying_124_Condition_0_ID 24202
Buying_124_Condition_0_Value 650
Buying_124_Condition_0_Allow_Unset 
Buying_124_Condition_0_Logic Less_Than

Buying_124_Condition_1_Type Flag_Short
Buying_124_Condition_1_ID 24202
Buying_124_Condition_1_Value 600
Buying_124_Condition_1_Allow_Unset 
Buying_124_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_124_Condition_2_Type Quest
Buying_124_Condition_2_ID 24203
Buying_124_Condition_2_Status Completed
Buying_124_Condition_2_Logic Equal
Buying_124_Condition_2_Ignore_NPC True

Buying_124_Rewards 1
Buying_124_Reward_0_Type Flag_Short
Buying_124_Reward_0_ID 24202
Buying_124_Reward_0_Value 1
Buying_124_Reward_0_Modification Increment

Buying_125_ID 43133
Buying_125_Cost 178
Buying_125_Conditions 3
Buying_125_Condition_0_Type Flag_Short
Buying_125_Condition_0_ID 24202
Buying_125_Condition_0_Value 700
Buying_125_Condition_0_Allow_Unset 
Buying_125_Condition_0_Logic Less_Than

Buying_125_Condition_1_Type Flag_Short
Buying_125_Condition_1_ID 24202
Buying_125_Condition_1_Value 650
Buying_125_Condition_1_Allow_Unset 
Buying_125_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_125_Condition_2_Type Quest
Buying_125_Condition_2_ID 24203
Buying_125_Condition_2_Status Completed
Buying_125_Condition_2_Logic Equal
Buying_125_Condition_2_Ignore_NPC True

Buying_125_Rewards 1
Buying_125_Reward_0_Type Flag_Short
Buying_125_Reward_0_ID 24202
Buying_125_Reward_0_Value 1
Buying_125_Reward_0_Modification Increment

Buying_126_ID 43133
Buying_126_Cost 179
Buying_126_Conditions 3
Buying_126_Condition_0_Type Flag_Short
Buying_126_Condition_0_ID 24202
Buying_126_Condition_0_Value 750
Buying_126_Condition_0_Allow_Unset 
Buying_126_Condition_0_Logic Less_Than

Buying_126_Condition_1_Type Flag_Short
Buying_126_Condition_1_ID 24202
Buying_126_Condition_1_Value 700
Buying_126_Condition_1_Allow_Unset 
Buying_126_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_126_Condition_2_Type Quest
Buying_126_Condition_2_ID 24203
Buying_126_Condition_2_Status Completed
Buying_126_Condition_2_Logic Equal
Buying_126_Condition_2_Ignore_NPC True

Buying_126_Rewards 1
Buying_126_Reward_0_Type Flag_Short
Buying_126_Reward_0_ID 24202
Buying_126_Reward_0_Value 1
Buying_126_Reward_0_Modification Increment

Buying_127_ID 43133
Buying_127_Cost 180
Buying_127_Conditions 2
Buying_127_Condition_0_Type Flag_Short
Buying_127_Condition_0_ID 24202
Buying_127_Condition_0_Value 750
Buying_127_Condition_0_Allow_Unset 
Buying_127_Condition_0_Logic Greater_Than_Or_Equal_To

Buying_127_Condition_1_Type Quest
Buying_127_Condition_1_ID 24203
Buying_127_Condition_1_Status Completed
Buying_127_Condition_1_Logic Equal
Buying_127_Condition_1_Ignore_NPC True

Buying_128_ID 43118
Buying_128_Cost 180
Buying_128_Conditions 2
Buying_128_Condition_0_Type Flag_Short
Buying_128_Condition_0_ID 24202
Buying_128_Condition_0_Value 50
Buying_128_Condition_0_Allow_Unset 
Buying_128_Condition_0_Logic Less_Than

Buying_128_Condition_1_Type Quest
Buying_128_Condition_1_ID 24203
Buying_128_Condition_1_Status Completed
Buying_128_Condition_1_Logic Equal
Buying_128_Condition_1_Ignore_NPC True

Buying_128_Rewards 1
Buying_128_Reward_0_Type Flag_Short
Buying_128_Reward_0_ID 24202
Buying_128_Reward_0_Value 1
Buying_128_Reward_0_Modification Increment

Buying_129_ID 43118
Buying_129_Cost 181
Buying_129_Conditions 3
Buying_129_Condition_0_Type Flag_Short
Buying_129_Condition_0_ID 24202
Buying_129_Condition_0_Value 100
Buying_129_Condition_0_Allow_Unset 
Buying_129_Condition_0_Logic Less_Than

Buying_129_Condition_1_Type Flag_Short
Buying_129_Condition_1_ID 24202
Buying_129_Condition_1_Value 50
Buying_129_Condition_1_Allow_Unset 
Buying_129_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_129_Condition_2_Type Quest
Buying_129_Condition_2_ID 24203
Buying_129_Condition_2_Status Completed
Buying_129_Condition_2_Logic Equal
Buying_129_Condition_2_Ignore_NPC True

Buying_129_Rewards 1
Buying_129_Reward_0_Type Flag_Short
Buying_129_Reward_0_ID 24202
Buying_129_Reward_0_Value 1
Buying_129_Reward_0_Modification Increment

Buying_130_ID 43118
Buying_130_Cost 182
Buying_130_Conditions 3
Buying_130_Condition_0_Type Flag_Short
Buying_130_Condition_0_ID 24202
Buying_130_Condition_0_Value 150
Buying_130_Condition_0_Allow_Unset 
Buying_130_Condition_0_Logic Less_Than

Buying_130_Condition_1_Type Flag_Short
Buying_130_Condition_1_ID 24202
Buying_130_Condition_1_Value 100
Buying_130_Condition_1_Allow_Unset 
Buying_130_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_130_Condition_2_Type Quest
Buying_130_Condition_2_ID 24203
Buying_130_Condition_2_Status Completed
Buying_130_Condition_2_Logic Equal
Buying_130_Condition_2_Ignore_NPC True

Buying_130_Rewards 1
Buying_130_Reward_0_Type Flag_Short
Buying_130_Reward_0_ID 24202
Buying_130_Reward_0_Value 1
Buying_130_Reward_0_Modification Increment

Buying_131_ID 43118
Buying_131_Cost 183
Buying_131_Conditions 3
Buying_131_Condition_0_Type Flag_Short
Buying_131_Condition_0_ID 24202
Buying_131_Condition_0_Value 200
Buying_131_Condition_0_Allow_Unset 
Buying_131_Condition_0_Logic Less_Than

Buying_131_Condition_1_Type Flag_Short
Buying_131_Condition_1_ID 24202
Buying_131_Condition_1_Value 150
Buying_131_Condition_1_Allow_Unset 
Buying_131_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_131_Condition_2_Type Quest
Buying_131_Condition_2_ID 24203
Buying_131_Condition_2_Status Completed
Buying_131_Condition_2_Logic Equal
Buying_131_Condition_2_Ignore_NPC True

Buying_131_Rewards 1
Buying_131_Reward_0_Type Flag_Short
Buying_131_Reward_0_ID 24202
Buying_131_Reward_0_Value 1
Buying_131_Reward_0_Modification Increment

Buying_132_ID 43118
Buying_132_Cost 184
Buying_132_Conditions 3
Buying_132_Condition_0_Type Flag_Short
Buying_132_Condition_0_ID 24202
Buying_132_Condition_0_Value 250
Buying_132_Condition_0_Allow_Unset 
Buying_132_Condition_0_Logic Less_Than

Buying_132_Condition_1_Type Flag_Short
Buying_132_Condition_1_ID 24202
Buying_132_Condition_1_Value 200
Buying_132_Condition_1_Allow_Unset 
Buying_132_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_132_Condition_2_Type Quest
Buying_132_Condition_2_ID 24203
Buying_132_Condition_2_Status Completed
Buying_132_Condition_2_Logic Equal
Buying_132_Condition_2_Ignore_NPC True

Buying_132_Rewards 1
Buying_132_Reward_0_Type Flag_Short
Buying_132_Reward_0_ID 24202
Buying_132_Reward_0_Value 1
Buying_132_Reward_0_Modification Increment

Buying_133_ID 43118
Buying_133_Cost 185
Buying_133_Conditions 3
Buying_133_Condition_0_Type Flag_Short
Buying_133_Condition_0_ID 24202
Buying_133_Condition_0_Value 300
Buying_133_Condition_0_Allow_Unset 
Buying_133_Condition_0_Logic Less_Than

Buying_133_Condition_1_Type Flag_Short
Buying_133_Condition_1_ID 24202
Buying_133_Condition_1_Value 250
Buying_133_Condition_1_Allow_Unset 
Buying_133_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_133_Condition_2_Type Quest
Buying_133_Condition_2_ID 24203
Buying_133_Condition_2_Status Completed
Buying_133_Condition_2_Logic Equal
Buying_133_Condition_2_Ignore_NPC True

Buying_133_Rewards 1
Buying_133_Reward_0_Type Flag_Short
Buying_133_Reward_0_ID 24202
Buying_133_Reward_0_Value 1
Buying_133_Reward_0_Modification Increment

Buying_134_ID 43118
Buying_134_Cost 186
Buying_134_Conditions 3
Buying_134_Condition_0_Type Flag_Short
Buying_134_Condition_0_ID 24202
Buying_134_Condition_0_Value 350
Buying_134_Condition_0_Allow_Unset 
Buying_134_Condition_0_Logic Less_Than

Buying_134_Condition_1_Type Flag_Short
Buying_134_Condition_1_ID 24202
Buying_134_Condition_1_Value 300
Buying_134_Condition_1_Allow_Unset 
Buying_134_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_134_Condition_2_Type Quest
Buying_134_Condition_2_ID 24203
Buying_134_Condition_2_Status Completed
Buying_134_Condition_2_Logic Equal
Buying_134_Condition_2_Ignore_NPC True

Buying_134_Rewards 1
Buying_134_Reward_0_Type Flag_Short
Buying_134_Reward_0_ID 24202
Buying_134_Reward_0_Value 1
Buying_134_Reward_0_Modification Increment

Buying_135_ID 43118
Buying_135_Cost 187
Buying_135_Conditions 3
Buying_135_Condition_0_Type Flag_Short
Buying_135_Condition_0_ID 24202
Buying_135_Condition_0_Value 400
Buying_135_Condition_0_Allow_Unset 
Buying_135_Condition_0_Logic Less_Than

Buying_135_Condition_1_Type Flag_Short
Buying_135_Condition_1_ID 24202
Buying_135_Condition_1_Value 350
Buying_135_Condition_1_Allow_Unset 
Buying_135_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_135_Condition_2_Type Quest
Buying_135_Condition_2_ID 24203
Buying_135_Condition_2_Status Completed
Buying_135_Condition_2_Logic Equal
Buying_135_Condition_2_Ignore_NPC True

Buying_135_Rewards 1
Buying_135_Reward_0_Type Flag_Short
Buying_135_Reward_0_ID 24202
Buying_135_Reward_0_Value 1
Buying_135_Reward_0_Modification Increment

Buying_136_ID 43118
Buying_136_Cost 188
Buying_136_Conditions 3
Buying_136_Condition_0_Type Flag_Short
Buying_136_Condition_0_ID 24202
Buying_136_Condition_0_Value 450
Buying_136_Condition_0_Allow_Unset 
Buying_136_Condition_0_Logic Less_Than

Buying_136_Condition_1_Type Flag_Short
Buying_136_Condition_1_ID 24202
Buying_136_Condition_1_Value 400
Buying_136_Condition_1_Allow_Unset 
Buying_136_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_136_Condition_2_Type Quest
Buying_136_Condition_2_ID 24203
Buying_136_Condition_2_Status Completed
Buying_136_Condition_2_Logic Equal
Buying_136_Condition_2_Ignore_NPC True

Buying_136_Rewards 1
Buying_136_Reward_0_Type Flag_Short
Buying_136_Reward_0_ID 24202
Buying_136_Reward_0_Value 1
Buying_136_Reward_0_Modification Increment

Buying_137_ID 43118
Buying_137_Cost 189
Buying_137_Conditions 3
Buying_137_Condition_0_Type Flag_Short
Buying_137_Condition_0_ID 24202
Buying_137_Condition_0_Value 500
Buying_137_Condition_0_Allow_Unset 
Buying_137_Condition_0_Logic Less_Than

Buying_137_Condition_1_Type Flag_Short
Buying_137_Condition_1_ID 24202
Buying_137_Condition_1_Value 450
Buying_137_Condition_1_Allow_Unset 
Buying_137_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_137_Condition_2_Type Quest
Buying_137_Condition_2_ID 24203
Buying_137_Condition_2_Status Completed
Buying_137_Condition_2_Logic Equal
Buying_137_Condition_2_Ignore_NPC True

Buying_137_Rewards 1
Buying_137_Reward_0_Type Flag_Short
Buying_137_Reward_0_ID 24202
Buying_137_Reward_0_Value 1
Buying_137_Reward_0_Modification Increment

Buying_138_ID 43118
Buying_138_Cost 190
Buying_138_Conditions 3
Buying_138_Condition_0_Type Flag_Short
Buying_138_Condition_0_ID 24202
Buying_138_Condition_0_Value 550
Buying_138_Condition_0_Allow_Unset 
Buying_138_Condition_0_Logic Less_Than

Buying_138_Condition_1_Type Flag_Short
Buying_138_Condition_1_ID 24202
Buying_138_Condition_1_Value 500
Buying_138_Condition_1_Allow_Unset 
Buying_138_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_138_Condition_2_Type Quest
Buying_138_Condition_2_ID 24203
Buying_138_Condition_2_Status Completed
Buying_138_Condition_2_Logic Equal
Buying_138_Condition_2_Ignore_NPC True

Buying_138_Rewards 1
Buying_138_Reward_0_Type Flag_Short
Buying_138_Reward_0_ID 24202
Buying_138_Reward_0_Value 1
Buying_138_Reward_0_Modification Increment

Buying_139_ID 43118
Buying_139_Cost 191
Buying_139_Conditions 3
Buying_139_Condition_0_Type Flag_Short
Buying_139_Condition_0_ID 24202
Buying_139_Condition_0_Value 600
Buying_139_Condition_0_Allow_Unset 
Buying_139_Condition_0_Logic Less_Than

Buying_139_Condition_1_Type Flag_Short
Buying_139_Condition_1_ID 24202
Buying_139_Condition_1_Value 550
Buying_139_Condition_1_Allow_Unset 
Buying_139_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_139_Condition_2_Type Quest
Buying_139_Condition_2_ID 24203
Buying_139_Condition_2_Status Completed
Buying_139_Condition_2_Logic Equal
Buying_139_Condition_2_Ignore_NPC True

Buying_139_Rewards 1
Buying_139_Reward_0_Type Flag_Short
Buying_139_Reward_0_ID 24202
Buying_139_Reward_0_Value 1
Buying_139_Reward_0_Modification Increment

Buying_140_ID 43118
Buying_140_Cost 192
Buying_140_Conditions 3
Buying_140_Condition_0_Type Flag_Short
Buying_140_Condition_0_ID 24202
Buying_140_Condition_0_Value 650
Buying_140_Condition_0_Allow_Unset 
Buying_140_Condition_0_Logic Less_Than

Buying_140_Condition_1_Type Flag_Short
Buying_140_Condition_1_ID 24202
Buying_140_Condition_1_Value 600
Buying_140_Condition_1_Allow_Unset 
Buying_140_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_140_Condition_2_Type Quest
Buying_140_Condition_2_ID 24203
Buying_140_Condition_2_Status Completed
Buying_140_Condition_2_Logic Equal
Buying_140_Condition_2_Ignore_NPC True

Buying_140_Rewards 1
Buying_140_Reward_0_Type Flag_Short
Buying_140_Reward_0_ID 24202
Buying_140_Reward_0_Value 1
Buying_140_Reward_0_Modification Increment

Buying_141_ID 43118
Buying_141_Cost 193
Buying_141_Conditions 3
Buying_141_Condition_0_Type Flag_Short
Buying_141_Condition_0_ID 24202
Buying_141_Condition_0_Value 700
Buying_141_Condition_0_Allow_Unset 
Buying_141_Condition_0_Logic Less_Than

Buying_141_Condition_1_Type Flag_Short
Buying_141_Condition_1_ID 24202
Buying_141_Condition_1_Value 650
Buying_141_Condition_1_Allow_Unset 
Buying_141_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_141_Condition_2_Type Quest
Buying_141_Condition_2_ID 24203
Buying_141_Condition_2_Status Completed
Buying_141_Condition_2_Logic Equal
Buying_141_Condition_2_Ignore_NPC True

Buying_141_Rewards 1
Buying_141_Reward_0_Type Flag_Short
Buying_141_Reward_0_ID 24202
Buying_141_Reward_0_Value 1
Buying_141_Reward_0_Modification Increment

Buying_142_ID 43118
Buying_142_Cost 194
Buying_142_Conditions 3
Buying_142_Condition_0_Type Flag_Short
Buying_142_Condition_0_ID 24202
Buying_142_Condition_0_Value 750
Buying_142_Condition_0_Allow_Unset 
Buying_142_Condition_0_Logic Less_Than

Buying_142_Condition_1_Type Flag_Short
Buying_142_Condition_1_ID 24202
Buying_142_Condition_1_Value 700
Buying_142_Condition_1_Allow_Unset 
Buying_142_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_142_Condition_2_Type Quest
Buying_142_Condition_2_ID 24203
Buying_142_Condition_2_Status Completed
Buying_142_Condition_2_Logic Equal
Buying_142_Condition_2_Ignore_NPC True

Buying_142_Rewards 1
Buying_142_Reward_0_Type Flag_Short
Buying_142_Reward_0_ID 24202
Buying_142_Reward_0_Value 1
Buying_142_Reward_0_Modification Increment

Buying_143_ID 43118
Buying_143_Cost 195
Buying_143_Conditions 2
Buying_143_Condition_0_Type Flag_Short
Buying_143_Condition_0_ID 24202
Buying_143_Condition_0_Value 750
Buying_143_Condition_0_Allow_Unset 
Buying_143_Condition_0_Logic Greater_Than_Or_Equal_To

Buying_143_Condition_1_Type Quest
Buying_143_Condition_1_ID 24203
Buying_143_Condition_1_Status Completed
Buying_143_Condition_1_Logic Equal
Buying_143_Condition_1_Ignore_NPC True

Buying_144_ID 43131
Buying_144_Cost 180
Buying_144_Conditions 2
Buying_144_Condition_0_Type Flag_Short
Buying_144_Condition_0_ID 24202
Buying_144_Condition_0_Value 50
Buying_144_Condition_0_Allow_Unset 
Buying_144_Condition_0_Logic Less_Than

Buying_144_Condition_1_Type Quest
Buying_144_Condition_1_ID 24203
Buying_144_Condition_1_Status Completed
Buying_144_Condition_1_Logic Equal
Buying_144_Condition_1_Ignore_NPC True

Buying_144_Rewards 1
Buying_144_Reward_0_Type Flag_Short
Buying_144_Reward_0_ID 24202
Buying_144_Reward_0_Value 1
Buying_144_Reward_0_Modification Increment

Buying_145_ID 43131
Buying_145_Cost 181
Buying_145_Conditions 3
Buying_145_Condition_0_Type Flag_Short
Buying_145_Condition_0_ID 24202
Buying_145_Condition_0_Value 100
Buying_145_Condition_0_Allow_Unset 
Buying_145_Condition_0_Logic Less_Than

Buying_145_Condition_1_Type Flag_Short
Buying_145_Condition_1_ID 24202
Buying_145_Condition_1_Value 50
Buying_145_Condition_1_Allow_Unset 
Buying_145_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_145_Condition_2_Type Quest
Buying_145_Condition_2_ID 24203
Buying_145_Condition_2_Status Completed
Buying_145_Condition_2_Logic Equal
Buying_145_Condition_2_Ignore_NPC True

Buying_145_Rewards 1
Buying_145_Reward_0_Type Flag_Short
Buying_145_Reward_0_ID 24202
Buying_145_Reward_0_Value 1
Buying_145_Reward_0_Modification Increment

Buying_146_ID 43131
Buying_146_Cost 182
Buying_146_Conditions 3
Buying_146_Condition_0_Type Flag_Short
Buying_146_Condition_0_ID 24202
Buying_146_Condition_0_Value 150
Buying_146_Condition_0_Allow_Unset 
Buying_146_Condition_0_Logic Less_Than

Buying_146_Condition_1_Type Flag_Short
Buying_146_Condition_1_ID 24202
Buying_146_Condition_1_Value 100
Buying_146_Condition_1_Allow_Unset 
Buying_146_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_146_Condition_2_Type Quest
Buying_146_Condition_2_ID 24203
Buying_146_Condition_2_Status Completed
Buying_146_Condition_2_Logic Equal
Buying_146_Condition_2_Ignore_NPC True

Buying_146_Rewards 1
Buying_146_Reward_0_Type Flag_Short
Buying_146_Reward_0_ID 24202
Buying_146_Reward_0_Value 1
Buying_146_Reward_0_Modification Increment

Buying_147_ID 43131
Buying_147_Cost 183
Buying_147_Conditions 3
Buying_147_Condition_0_Type Flag_Short
Buying_147_Condition_0_ID 24202
Buying_147_Condition_0_Value 200
Buying_147_Condition_0_Allow_Unset 
Buying_147_Condition_0_Logic Less_Than

Buying_147_Condition_1_Type Flag_Short
Buying_147_Condition_1_ID 24202
Buying_147_Condition_1_Value 150
Buying_147_Condition_1_Allow_Unset 
Buying_147_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_147_Condition_2_Type Quest
Buying_147_Condition_2_ID 24203
Buying_147_Condition_2_Status Completed
Buying_147_Condition_2_Logic Equal
Buying_147_Condition_2_Ignore_NPC True

Buying_147_Rewards 1
Buying_147_Reward_0_Type Flag_Short
Buying_147_Reward_0_ID 24202
Buying_147_Reward_0_Value 1
Buying_147_Reward_0_Modification Increment

Buying_148_ID 43131
Buying_148_Cost 184
Buying_148_Conditions 3
Buying_148_Condition_0_Type Flag_Short
Buying_148_Condition_0_ID 24202
Buying_148_Condition_0_Value 250
Buying_148_Condition_0_Allow_Unset 
Buying_148_Condition_0_Logic Less_Than

Buying_148_Condition_1_Type Flag_Short
Buying_148_Condition_1_ID 24202
Buying_148_Condition_1_Value 200
Buying_148_Condition_1_Allow_Unset 
Buying_148_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_148_Condition_2_Type Quest
Buying_148_Condition_2_ID 24203
Buying_148_Condition_2_Status Completed
Buying_148_Condition_2_Logic Equal
Buying_148_Condition_2_Ignore_NPC True

Buying_148_Rewards 1
Buying_148_Reward_0_Type Flag_Short
Buying_148_Reward_0_ID 24202
Buying_148_Reward_0_Value 1
Buying_148_Reward_0_Modification Increment

Buying_149_ID 43131
Buying_149_Cost 185
Buying_149_Conditions 3
Buying_149_Condition_0_Type Flag_Short
Buying_149_Condition_0_ID 24202
Buying_149_Condition_0_Value 300
Buying_149_Condition_0_Allow_Unset 
Buying_149_Condition_0_Logic Less_Than

Buying_149_Condition_1_Type Flag_Short
Buying_149_Condition_1_ID 24202
Buying_149_Condition_1_Value 250
Buying_149_Condition_1_Allow_Unset 
Buying_149_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_149_Condition_2_Type Quest
Buying_149_Condition_2_ID 24203
Buying_149_Condition_2_Status Completed
Buying_149_Condition_2_Logic Equal
Buying_149_Condition_2_Ignore_NPC True

Buying_149_Rewards 1
Buying_149_Reward_0_Type Flag_Short
Buying_149_Reward_0_ID 24202
Buying_149_Reward_0_Value 1
Buying_149_Reward_0_Modification Increment

Buying_150_ID 43131
Buying_150_Cost 186
Buying_150_Conditions 3
Buying_150_Condition_0_Type Flag_Short
Buying_150_Condition_0_ID 24202
Buying_150_Condition_0_Value 350
Buying_150_Condition_0_Allow_Unset 
Buying_150_Condition_0_Logic Less_Than

Buying_150_Condition_1_Type Flag_Short
Buying_150_Condition_1_ID 24202
Buying_150_Condition_1_Value 300
Buying_150_Condition_1_Allow_Unset 
Buying_150_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_150_Condition_2_Type Quest
Buying_150_Condition_2_ID 24203
Buying_150_Condition_2_Status Completed
Buying_150_Condition_2_Logic Equal
Buying_150_Condition_2_Ignore_NPC True

Buying_150_Rewards 1
Buying_150_Reward_0_Type Flag_Short
Buying_150_Reward_0_ID 24202
Buying_150_Reward_0_Value 1
Buying_150_Reward_0_Modification Increment

Buying_151_ID 43131
Buying_151_Cost 187
Buying_151_Conditions 3
Buying_151_Condition_0_Type Flag_Short
Buying_151_Condition_0_ID 24202
Buying_151_Condition_0_Value 400
Buying_151_Condition_0_Allow_Unset 
Buying_151_Condition_0_Logic Less_Than

Buying_151_Condition_1_Type Flag_Short
Buying_151_Condition_1_ID 24202
Buying_151_Condition_1_Value 350
Buying_151_Condition_1_Allow_Unset 
Buying_151_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_151_Condition_2_Type Quest
Buying_151_Condition_2_ID 24203
Buying_151_Condition_2_Status Completed
Buying_151_Condition_2_Logic Equal
Buying_151_Condition_2_Ignore_NPC True

Buying_151_Rewards 1
Buying_151_Reward_0_Type Flag_Short
Buying_151_Reward_0_ID 24202
Buying_151_Reward_0_Value 1
Buying_151_Reward_0_Modification Increment

Buying_152_ID 43131
Buying_152_Cost 188
Buying_152_Conditions 3
Buying_152_Condition_0_Type Flag_Short
Buying_152_Condition_0_ID 24202
Buying_152_Condition_0_Value 450
Buying_152_Condition_0_Allow_Unset 
Buying_152_Condition_0_Logic Less_Than

Buying_152_Condition_1_Type Flag_Short
Buying_152_Condition_1_ID 24202
Buying_152_Condition_1_Value 400
Buying_152_Condition_1_Allow_Unset 
Buying_152_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_152_Condition_2_Type Quest
Buying_152_Condition_2_ID 24203
Buying_152_Condition_2_Status Completed
Buying_152_Condition_2_Logic Equal
Buying_152_Condition_2_Ignore_NPC True

Buying_152_Rewards 1
Buying_152_Reward_0_Type Flag_Short
Buying_152_Reward_0_ID 24202
Buying_152_Reward_0_Value 1
Buying_152_Reward_0_Modification Increment

Buying_153_ID 43131
Buying_153_Cost 189
Buying_153_Conditions 3
Buying_153_Condition_0_Type Flag_Short
Buying_153_Condition_0_ID 24202
Buying_153_Condition_0_Value 500
Buying_153_Condition_0_Allow_Unset 
Buying_153_Condition_0_Logic Less_Than

Buying_153_Condition_1_Type Flag_Short
Buying_153_Condition_1_ID 24202
Buying_153_Condition_1_Value 450
Buying_153_Condition_1_Allow_Unset 
Buying_153_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_153_Condition_2_Type Quest
Buying_153_Condition_2_ID 24203
Buying_153_Condition_2_Status Completed
Buying_153_Condition_2_Logic Equal
Buying_153_Condition_2_Ignore_NPC True

Buying_153_Rewards 1
Buying_153_Reward_0_Type Flag_Short
Buying_153_Reward_0_ID 24202
Buying_153_Reward_0_Value 1
Buying_153_Reward_0_Modification Increment

Buying_154_ID 43131
Buying_154_Cost 190
Buying_154_Conditions 3
Buying_154_Condition_0_Type Flag_Short
Buying_154_Condition_0_ID 24202
Buying_154_Condition_0_Value 550
Buying_154_Condition_0_Allow_Unset 
Buying_154_Condition_0_Logic Less_Than

Buying_154_Condition_1_Type Flag_Short
Buying_154_Condition_1_ID 24202
Buying_154_Condition_1_Value 500
Buying_154_Condition_1_Allow_Unset 
Buying_154_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_154_Condition_2_Type Quest
Buying_154_Condition_2_ID 24203
Buying_154_Condition_2_Status Completed
Buying_154_Condition_2_Logic Equal
Buying_154_Condition_2_Ignore_NPC True

Buying_154_Rewards 1
Buying_154_Reward_0_Type Flag_Short
Buying_154_Reward_0_ID 24202
Buying_154_Reward_0_Value 1
Buying_154_Reward_0_Modification Increment

Buying_155_ID 43131
Buying_155_Cost 191
Buying_155_Conditions 3
Buying_155_Condition_0_Type Flag_Short
Buying_155_Condition_0_ID 24202
Buying_155_Condition_0_Value 600
Buying_155_Condition_0_Allow_Unset 
Buying_155_Condition_0_Logic Less_Than

Buying_155_Condition_1_Type Flag_Short
Buying_155_Condition_1_ID 24202
Buying_155_Condition_1_Value 550
Buying_155_Condition_1_Allow_Unset 
Buying_155_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_155_Condition_2_Type Quest
Buying_155_Condition_2_ID 24203
Buying_155_Condition_2_Status Completed
Buying_155_Condition_2_Logic Equal
Buying_155_Condition_2_Ignore_NPC True

Buying_155_Rewards 1
Buying_155_Reward_0_Type Flag_Short
Buying_155_Reward_0_ID 24202
Buying_155_Reward_0_Value 1
Buying_155_Reward_0_Modification Increment

Buying_156_ID 43131
Buying_156_Cost 192
Buying_156_Conditions 3
Buying_156_Condition_0_Type Flag_Short
Buying_156_Condition_0_ID 24202
Buying_156_Condition_0_Value 650
Buying_156_Condition_0_Allow_Unset 
Buying_156_Condition_0_Logic Less_Than

Buying_156_Condition_1_Type Flag_Short
Buying_156_Condition_1_ID 24202
Buying_156_Condition_1_Value 600
Buying_156_Condition_1_Allow_Unset 
Buying_156_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_156_Condition_2_Type Quest
Buying_156_Condition_2_ID 24203
Buying_156_Condition_2_Status Completed
Buying_156_Condition_2_Logic Equal
Buying_156_Condition_2_Ignore_NPC True

Buying_156_Rewards 1
Buying_156_Reward_0_Type Flag_Short
Buying_156_Reward_0_ID 24202
Buying_156_Reward_0_Value 1
Buying_156_Reward_0_Modification Increment

Buying_157_ID 43131
Buying_157_Cost 193
Buying_157_Conditions 3
Buying_157_Condition_0_Type Flag_Short
Buying_157_Condition_0_ID 24202
Buying_157_Condition_0_Value 700
Buying_157_Condition_0_Allow_Unset 
Buying_157_Condition_0_Logic Less_Than

Buying_157_Condition_1_Type Flag_Short
Buying_157_Condition_1_ID 24202
Buying_157_Condition_1_Value 650
Buying_157_Condition_1_Allow_Unset 
Buying_157_Condition_1_Logic Greater_Than_Or_Equal_To

